id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
649b4b68-b932,1FBSS3BL5BDA17663,,41182,F7663,2011,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,dobbs enterprise inc.,2502 W 5th St,Lumberton,NC,28358
3217a124-3630,1GTP6DE14H1222942,33250,45978,H1222942,2017,GMC,Canyon,SLT,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,performance autoplex,2215 S 500 W,Bountiful,UT,84010
bb64f7ef-98e3,WAUVVAFR6BA041973,20990,55497,3674,2011,Audi,S5,Premium Plus,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,skyline motors,3845 Airport Hwy,Louisville,TN,37777
ab387d15-206f,4JGBF71E17A228728,8995,127105,416,2007,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,gr best auto deals,1112 Boulevard,National City,CA,91950
0277cfc4-0c7d,3C7WRTAJ0JG376545,36277,19788,M21395B,2018,RAM,Ram 3500 Chassis Cab,Tradesman,Chassis Cab,Truck,4WD,Automatic,Unleaded,6.4,V,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202
4b176469-52fc,4JGED7FB3HA054969,69998,11452,19796450,2017,Mercedes-Benz,GLE-Class Coupe,AMG® GLE63 S,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,carmax ft. myers,3000 Colonial Boulevard,Fort Myers,FL,33966
6f40a652-5ce9,ML32A5HJ6KH011821,11995,17537,KH011821,2019,Mitsubishi,Mirage,LE,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,jerry's cadillac,3130 Ft. Worth Hwy,Weatherford,TX,76087
5e3a30cf-1c21,WBAYF8C50DDE59177,30000,59048,LW-5027,2013,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,all american motors,6247 S Tacoma Way,Tacoma,WA,98409
3446a781-198f,SCFBF04CX9GD11844,49000,34713,PPG3247,2009,Aston Martin,V8 Vantage,Base,Roadster,Car,RWD,Automatic,Premium Unleaded,4.7,V,napleton maserati of downer's grove,217 Ogden Avenue,Downers Grove,IL,60515
536a7c35-21c7,3C6UR5CJ4JG256140,39133,43482,P256140,2018,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,ron bouchard kia,488 Old Union Turnpike,Lancaster,MA,1523
bc077f81-2ceb,WMEEK31X09K304526,4200,47299,C7305H,2009,smart,fortwo,passion,Convertible,Car,RWD,Automatic,Premium Unleaded,1,I,pipes auto sales,4236 Hearne Avenue,Shreveport,LA,71103
5af7a5d6-c23a,ZAMEC38A850019054,,33396,C7590,2005,Maserati,GranSport,GranSport,Coupe,Car,RWD,Automatic,Premium Unleaded,4.2,V,pennant motors llc.,7589 W Ridge Rd,Fairview,PA,16415
0d166c92-b868,3C6UR5DJ6LG139824,47988,12965,C5621,2020,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,st. charles chrysler dodge jeep,1611 E. Main Street,Saint Charles,IL,60174
e8084e5c-7863,WP0AB2A72JL132859,,23024,R1703P,2018,Porsche,Panamera,S,Hatchback,Car,4WD,Manual,Premium Unleaded,2.9,V,piazza acura of west chester,1350 Wilmington Pike,West Chester,PA,19382
9367c572-13b4,5LMJJ3J55DEL07646,19999,91968,2086,2013,Lincoln,Navigator,Base,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,armenia motors,13622 Chapman Highway,Seymour,TN,37865
174bb2bd-0326,1GNDT13S872235750,4500,207841,M184B,2007,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,manley's belvidere ford,1800 North State Street,Belvidere,IL,61008
c83690ef-e534,WP0AE2A76JL175334,77588,36758,100110,2018,Porsche,Panamera,4 E-Hybrid,Hatchback,Car,4WD,Manual,Electric / Premium Unleaded,2.9,V,speedster auto sales inc,3275 Stevens Creek Blvd Ste 355,San Jose,CA,95117
5535cc46-9e7e,1GMDV33LX5D214189,3565,221279,PBR298961B,2005,Pontiac,Montana,Base,Minivan,Truck,FWD,Automatic,Unleaded,3.4,V,feldman chevrolet of novi,42355 Grand River,Novi,MI,48375
7f00a2db-64b6,WDDLJ7DB9EA096426,21500,117742,96426,2014,Mercedes-Benz,CLS-Class,CLS550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,houston direct auto,4011 Jeanetta Street,Houston,TX,77063
fd9b416d-4102,WBA7F2C5XGG420685,38795,51847,401351B,2016,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,ourisman chrysler dodge jeep ram of bowie,2406 Crain Hwy.,Bowie,MD,20716
b734e90a-32c9,3C6UR5CJXFG653830,30995,86822,B3830,2015,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,binghamton chrysler jeep dodge,1279 Upper Front St,Binghamton,NY,13901
6180540d-4eb8,WDDLJ7DB8HA197705,46998,42749,HA197705,2017,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,coggin nissan,10600 Atlantic Blvd,Jacksonville,FL,32225
a329553f-a206,4JGDF7CE8EA351042,33995,38929,351042,2014,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,scenic city cars,423 Signal Mountain Road,Chattanooga,TN,37405
62c06d56-8095,1GAZG1FA4C1127981,17999,94257,4123,2012,Chevrolet,Express,LS,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,all-in-one auto,1201 Airline Blvd,Portsmouth,VA,23707
2b70ada1-f4a3,WMEEJ3BA8FK803647,9990,30820,2000808654,2015,smart,fortwo,passion,Coupe,Car,RWD,Automatic,Premium Unleaded,1,I,carvana kansas city,1420 Toshiba Dr,Lebanon,TN,37087
496f887f-d736,WP0AB2A74JL136864,90991,18023,JL136864PCL,2018,Porsche,Panamera,S,Hatchback,Car,4WD,Manual,Premium Unleaded,2.9,V,driveway,,Portland,OR,97210
dc4c3295-6cfb,ML32F3FJ0KHF12540,9189,25419,8588,2019,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,volkswagen of springfield,300 Baltimore Pike,Springfield,PA,19064
94c15a30-134a,5YMKT6C54J0Y83619,75996,23858,P2410,2018,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,stevenson hendrick mazda wilmington,5911 Market Street,Wilmington,NC,28405
1bb5cf7d-f3d4,2CKDL63FX66099043,5000,131490,FK8641A,2006,Pontiac,Torrent,Base,SUV,Truck,FWD,Automatic,Unleaded,3.4,V,don moore hyundai,5079 Frederica Street,Owensboro,KY,42301
f254864a-73ce,1C4SDJGJ3JC150315,59402,28019,C150315,2018,Dodge,Durango,SRT,SUV,Truck,4WD,Automatic,Premium Unleaded,6.4,V,central florida chrysler dodge jeep ram,8675 Commodity Cir,Orlando,FL,32819
0e30c3c8-4984,WBAYB6C54ED224733,,99593,,2014,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,buy here pay here,252 14th Ave,Newark,NJ,7103
c4efae9f-c49f,WP1AC2A26JLA85190,85100,21100,JLA85190,2018,Porsche,Cayenne,Turbo,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,coggin toyota at the avenues,11340 Phillips Highway,Jacksonville,FL,32256
4a1b328e-1d4e,1GCHK23G76F174221,17999,174995,5499,2006,Chevrolet,Silverado 2500HD,LT,Pickup,Truck,4WD,Automatic,Unleaded,8.1,V,cypress auto center,1160 Grass Valley Highway,Auburn,CA,95603
c90e171b-b132,WBAYB6C5XFG299226,27582,75496,62378C2,2015,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,tom kelley cadillac,811 Avenue Of Autos,Fort Wayne,IN,46804
8b518c8c-3ded,1FTWW31R98EE58772,,121364,14094,2008,Ford,F-350 Super Duty,FX4,Pickup,Truck,4WD,Automatic,Diesel,6.4,V,mas auto sales,2701 Patterson Rd,Riverbank,CA,95367
742bdafb-e3be,1GCWGFCA2C1197605,12481,133011,197605,2012,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,image cars,1015 West Coliseum Blvd,Fort Wayne,IN,46808
1037421f-b50d,5YMKT6C36H0U39506,52995,43575,13033,2017,BMW,X5 M,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,victory mitsubishi,4070 Boston Road,Bronx,NY,10475
568ac358-f27f,WDDXJ8FB2HA030003,73490,28523,131872A,2017,Mercedes-Benz,S-Class,S550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,easterns automotive group,"22705 Commerce Center Court,",Sterling,VA,20166
4798a2aa-7e95,1J8HG48N96C275405,7000,0,C275405T,2006,Jeep,Commander,Base,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,starling chevrolet,13155 S Orange Blossom Trail,Orlando,FL,32837
b53ccf2d-4d3f,ML32A4HJ4HH016440,9500,56451,21BP086,2017,Mitsubishi,Mirage,SE,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,honda of keene,567 Monadnock Hwy,Swanzey,NH,3446
ff3fb70d-afae,1GNDT13SX82197116,4995,236959,74810B,2008,Chevrolet,TrailBlazer,1FL,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,osseo automotive,19 S Shore Dr,Fountain City,WI,54629
7e2352ce-c7e5,WBAYF8C52FD655492,,100960,Z1263X,2015,BMW,7 Series,750Li,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,travers automotive & rv group,620 Charbonier Road,Florissant,MO,63031
0e1e689c-83ba,MAJ3S2KE1KC276920,17183,32382,KC276920,2019,Ford,Ecosport,Titanium,Crossover,Truck,FWD,Automatic,Unleaded,1,I,daniels chevrolet buick gmc,365 E Main St,Swainsboro,GA,30401
db2d0420-1b16,1G1AT58H097286819,7999,55304,CWT211758A,2009,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,west herr acura,7460 Transit Road,Williamsville,NY,14221
567f2077-28fe,4JGDF7DE3FA504491,29988,113142,20259XB,2015,Mercedes-Benz,GL-Class,GL550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,"art hossler auto plaza, inc.",2000 N Main,Canton,IL,61520
1914f285-e777,1FDUF4GY4BEC58946,12689,214000,,2011,Ford,F-450 Super Duty Chassis Cab,XL,Chassis Cab,Truck,RWD,Automatic,Unleaded,6.8,V,tred,220 Nw 8th Ave,Portland,OR,97209
4cc87f1e-5b05,WBA7F2C54JG424125,51999,29960,LJG424125,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,crown lexus,1125 S. Kettering Drive,Ontario,CA,91761
0fc08c4a-f52f,3C6UR5CJ2LG283890,45000,15119,LG283890,2020,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,mclarty automotive group,,North Little Rock,AR,72117
75df22f9-1925,3C6UR5FJ6JG303972,,,11758Z,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,summit automotive,815 S. Rolling Meadows Dr,Fond Du Lac,WI,54937
8bd5ecab-3f91,1FMJK1J57EEF18899,16999,104098,EH2989P,2014,Ford,Expedition,King Ranch,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,lithia auto stores,150 North Bartlett,Medford,OR,97501
3fe40b2c-c3cf,4JGDF7DE3JB000400,63990,45627,P1772,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,rick hendrick jeep chrysler dodge ram fiat,8333 Rivers Ave,Charleston,SC,29406
063765dd-a530,5UXJU4C04M9E57067,88977,4215,X36830,2021,BMW,X5,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bill jacobs bmw,2495 Aurora Ave,Naperville,IL,60540
6097906c-5378,WDDNG7GB4CA464396,45900,27000,PL4473G,2012,Mercedes-Benz,S-Class,S600,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,stevenson hendrick mazda wilmington,5911 Market Street,Wilmington,NC,28405
215edf6a-b329,WDCYC7DF6FX234011,82995,72998,GL234011TX,2015,Mercedes-Benz,G-Class,G63 AMG®,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,tx auto group,5803 Richmond Avenue,Houston,TX,77057
afa4fb0d-d364,WBSJF0C50JB282584,79950,21788,B282584M,2018,BMW,M5,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,bmw of mamaroneck,236 West Boston Post Road,Mamaroneck,NY,10543
788835bf-097c,3D7KS28C36G291388,29800,148000,2513,2006,Dodge,Ram 2500 Pickup,Sport,Pickup,Truck,4WD,Manual,Diesel,5.9,I,king's chariot auto dealership,14476 Duval Place West # 305,Jacksonville,FL,32218
58a7026a-2a53,ZFF82WNA5K0238206,330000,3298,FK0238206,2019,Ferrari,488,GTC4Lusso,Coupe,Car,4WD,Automatic,Premium Unleaded,6.3,V,maserati of central new jersey,816 Highway 1,Edison,NJ,8817
52ac3077-1b97,3C6UR5JJ1LG169852,45599,37587,P169852,2020,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,victory chrysler dodge jeep ram,1720 N 100Th Terrace,Kansas City,KS,66111
c39281de-e8e1,WBA7F2C55KB240102,62996,17333,P19022,2019,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,open road bmw of edison,720 1,Edison,NJ,8817
25d1e039-1237,1FAHP60A53Y109687,30624,18876,P2170980,2003,Ford,Thunderbird,Deluxe,Convertible,Car,RWD,Automatic,Premium Unleaded,3.9,V,chapman az,1717 East Baseline Road,Tempe,AZ,85283
cd297755-4aca,SAJWA82B56SH11246,5987,155180,RP39932,2006,Jaguar,XJ Series,Vanden Plas,Sedan,Car,RWD,Automatic,Premium Unleaded,4.2,V,leith of wendell,5300 Rolesville Road,Wendell,NC,27591
a3b4b026-6b49,4JGDF7DEXHA949247,60999,48813,AG 4JGDF7DEXHA949247,2017,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,ilan's auto sales,110 South Keswick Avenue,Glenside,PA,19038
1338eb6a-8154,1GCCS198568223831,5990,160243,613675A,2006,Chevrolet,Colorado,Z85,Pickup,Truck,RWD,Manual,Unleaded,2.8,I,hyundai of seattle,14005 Aurora Avenue,Seattle,WA,98133
5328dc4b-7290,JNKBY31A1XM600926,,182480,c074901,1999,INFINITI,Q45,Base,Sedan,Car,RWD,Automatic,Premium Unleaded / Unleaded,4.1,V,massa auto pawn & sales,3025 North Freeway Road,Pueblo,CO,81008
8bcf139b-99ab,5UXKU6C53J0W39061,58990,37454,B26332C,2018,BMW,X6,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,bmw of bakersfield,5400 Gasoline Alley Dr,Bakersfield,CA,93313
17f3cdb6-25aa,1GCEK19V33E357376,5787,198442,77357376,2003,Chevrolet,Silverado Classic 1500,LS,Pickup,Truck,4WD,Automatic,Unleaded,4.8,V,corwin automotive group,201 40Th Street South,Fargo,ND,58103
dd373eff-33cb,1FMJK2A54EEF00396,18995,144887,LP3653,2014,Ford,Expedition,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,"landmark ford, inc.",2401 Prairie Crossing Drive,Springfield,IL,62711
a281c7f3-36ab,WP1AB2AY0KDA65598,84594,1379,0965P,2019,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,harper porsche,9768 Parkside Drive,Knoxville,TN,37922
e3f9f03c-614f,1FMPU16L53LB21695,,115027,T111252A,2003,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,peterson auto group,9101 W Fairview Ave,Boise,ID,83704
7ef5b8f3-432f,JHMZE2H51ES000118,7000,205125,M1951A,2014,Honda,Insight,LX,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.3,I,crown cadillac,196 Regent Blvd,Holland,MI,49423
8c6814df-6d68,1G1YY26E885121330,42990,43216,85121330P,2008,Chevrolet,Corvette,427 Limited Edition,Coupe,Car,RWD,Manual,Premium Unleaded,7,V,lithia auto stores,150 North Bartlett,Medford,OR,97501
e0cd1942-b600,WDDUG8CBXHA323539,55993,35781,A323539P,2017,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,lithia vip,150 N. Bartlett St.,Medford,OR,97501
374ac83d-c343,WBA7U2C04NCG89766,,15,NCG89766,2022,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,sonic automotive concierge,4401 Colwick Road,Charlotte,NC,28211
351dd8a8-5f5d,1G8ZH52812Z277426,,86144,MCE1005,2002,Saturn,S-Series,AT,Sedan,Car,FWD,Automatic,Unleaded,1.9,I,motorcars express,12400 South Keeler Avenue,Alsip,IL,60803
3ec6c4c8-2106,4JGBF7BEXBA634286,19289,68380,P2170790A,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,audi tucson,4646 E. 22nd St.,Tucson,AZ,85711
030669da-40a2,3C6UR5DJ8JG191923,46542,30589,G18676303,2018,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,burdick used car and truck warehouse,5885 Circle Drive East # 355,Cicero,NY,13039
b9488602-53e8,1FMJK1H52CEF06436,,170263,22839,2012,Ford,Expedition,XLT,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,avery auto sales,410 South Quintard Avenue,Anniston,AL,36201
782e38d4-d63c,KL79MPSL9MB004101,27650,3079,M65852A,2021,Chevrolet,Trailblazer,LT,SUV,Truck,FWD,Automatic,Unleaded,1.3,I,darrell waltrip subaru,1450 Murfreesboro Rd,Franklin,TN,37067
4328c2f1-4627,1FMFU18526LA03229,5995,187872,3229,2006,Ford,Expedition,Eddie Bauer,SUV,Truck,4WD,Automatic,Unleaded,5.4,V,george tubbs & sons ford sales inc,810 South Range Avenue,Colby,KS,67701
d2c6c143-cc0a,KL8CD6S95EC539096,7598,81740,10U0048,2014,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,jim shorkey auto group,185 Colonial Manor Rd.,Irwin,PA,15642
1b192324-ae20,ZAM45VLA6F0129188,85977,2400,9188,2015,Maserati,GranTurismo,Sport,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,kelly motorcars,2880 Bergey Road Q,Hatfield,PA,19440
f057912c-0fc0,WDDUG8CB1EA014506,40989,38406,X3P014506,2014,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,smart kia of davenport,3707 North Harrison Street,Davenport,IA,52806
17819b89-6fbe,3D7KU28C23G775056,18980,299861,35056,2003,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,lakeway auto,3017 West Andrew Johnson Hwy.,Morristown,TN,37814
67760c7f-2274,1GAZGPFP1K1180823,22999,50276,8C184M,2019,Chevrolet,Express Passenger,LT,Passenger Van,Truck,RWD,Automatic,Unleaded,4.3,V,enterprise car sales,1495 Gallatin Pike N,Madison,TN,37115
1285254c-e698,ML32F3FJXHHF13560,9077,54725,VC1555,2017,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,castle automotive group,322 Camelot Estates,Portage,IN,46368
e9872af8-2a0d,WBY7Z8C50JVB87045,27991,15486,VB87045L,2018,BMW,i3,s,Hatchback,Car,RWD,Automatic,Electric / Premium Unleaded,0.6,I,bob smith mini,24500 Calabasas Road,Calabasas,CA,91302
a3dac3fd-6578,3C6UR5FJ5JG164790,47999,75537,164790,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,tucson used auto sales,3619 N 1st Ave,Tucson,AZ,85719
e83f352d-38a8,WAUVVAFR2CA024704,21998,63463,CA024704,2012,Audi,S5,Premium Plus,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,mercedes-benz,2411 South Federal Highway,Fort Lauderdale,FL,33316
32d85417-1a7e,3C6TR5EJ7JG261597,53725,18144,D8592P,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,secor chrysler dodge jeep ram,409 Broad St,New London,CT,6320
0b6e905e-dbca,1GKDT13S322204685,6000,140740,12972A,2002,GMC,Envoy,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,champion chevrolet of fowlerville,880 S Grand,Fowlerville,MI,48836
1f2878b9-5c44,5UXJU4C00M9E28956,83999,8220,3P4652,2021,BMW,X5,M50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,flow mazda of greensboro,1205 Bridford Parkway,Greensboro,NC,27407
3137cdb1-3bcd,4JGBF7BE3BA681479,,155681,PH29279A,2011,Mercedes-Benz,GL-Class,GL450,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,genesis of kearny mesa,4797 Convoy Street,San Diego,CA,92111
60132e88-3735,SCFRMFAV1HGL00191,141995,13705,BP6940P,2017,Aston Martin,DB11,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,5.2,V,flemington porsche,213 202,Flemington,NJ,8822
795dccd9-3f8d,WUABWCF5XKA907981,75477,4022,P51203,2019,Audi,RS 5 Sportback,Base,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.9,V,hendrick lexus northlake,10830 Northlake Auto Plaza Blvd,Charlotte,NC,28269
fd87b1cf-c1c7,WDDNG71X08A156718,13991,101828,156718,2008,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,5.5,V,rahib motors,1830 Sr 436,Winter Park,FL,32792
1bb65d7c-6c56,1FMJK1K53AEA48492,13995,142651,VFA51869A,2010,Ford,Expedition,Limited,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,waxahachie dodge chrysler jeep ram,2405 N. Interstate 35e,Waxahachie,TX,75165
b396617d-55f1,WUAKBAFX1H7904037,171195,5116,H790403A,2017,Audi,R8,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,5.2,V,jacksonville chrysler dodge jeep ram westside,7030 Commonwealth Ave.,Jacksonville,FL,32220
b4ad9eee-05dc,1FT8W3BN8LEE58260,65978,2342,21085B,2020,Ford,F-350 Super Duty,XL,Pickup,Truck,4WD,Automatic,Unleaded,7.3,V,"frederick ford, inc.",Route 13 South,Seaford,DE,19973
cead6104-78df,1G1AD5F5XA7156251,4900,205257,P3025BB,2010,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,countryside chrysler dodge jeep ram of jackson,846 E. Third Street,Jackson,GA,30233
078f1818-fd25,1FMJU1J54BEF23564,18885,105633,1303,2011,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,orlando cars and trucks,2003 South Bay Street,Eustis,FL,32726
7ce6a6b7-8d81,3C6UR5NJ3JG177524,55952,91361,M95737H,2018,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,honda of el cerrito,11755 San Pablo Ave,El Cerrito,CA,94530
ebdb5094-37c5,WDDUG8CB0GA231029,49874,53027,11668,2016,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,select automotive,5073 Virginia Beach Blvd,Virginia Beach,VA,23462
66149b0f-515b,WBABC4C5XKBU95567,92619,15698,10106A,2019,BMW,8 Series,Base,Coupe,Car,4WD,Automatic,Unleaded,4.4,V,vista bmw pompano beach,744 N Federal Hwy,Pompano Beach,FL,33062
899facdc-5cbe,1GNDS13SX62316136,,,9162,2006,Chevrolet,TrailBlazer,LS,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,navarre auto group,1310 East College Street,Lake Charles,LA,70607
3c970761-e55e,3C6UR5CJ3EG280208,25991,142300,FC30786A,2014,RAM,Ram 2500 Pickup,Power Wagon ST,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,waxahachie ford,2401 N. 1-35 E,Waxahachie,TX,75167
2eab7c63-c72f,WDCYC3HF1EX220972,79760,24515,B10103CF,2014,Mercedes-Benz,G-Class,G550,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,south motors mini,16215 S Dixie Hwy,Miami,FL,33157
602afaa1-0951,5YMKT6C38H0U39510,64303,35391,MB0482A,2017,BMW,X5,M,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202
dd97b64d-63dc,1FBSS3BL1ADA11860,17896,84829,101465A,2010,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,gerald subaru of north aurora,205 Hansen Blvd.,North Aurora,IL,60542
484869e8-4c94,WDDLJ9BB2CA044941,20583,111950,CA044941PV,2012,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,4WD,Automatic,Premium Unleaded,4.7,V,prestige family of fine cars,985 State Route 17,Ramsey,NJ,7446
00d62cf6-4a94,1G4HJ5EMXAU129586,,91426,201403,2010,Buick,Lucerne,CXL Premium,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,superior auto,6642 St. Joe Rd 200,Fort Wayne,IN,46835
0d77fa84-bafb,1J8HG48N56C210552,7995,173939,P23177A,2006,Jeep,Commander,Base,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,power mazda,3230 Market St,Salem,OR,97301
13107f4d-358c,ML32F4FJ2JHF10325,11055,39798,WM2091A,2018,Mitsubishi,Mirage G4,SE,Sedan,Car,FWD,Automatic,Unleaded,1.2,I,russ darrow nissan,11212 W. Metro Auto Mall,Milwaukee,WI,53224
e2e2f86f-eefb,1FMJU1J59EEF37576,18995,127020,R08770A,2014,Ford,Expedition,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,haley of farmville inc,1906 S Main St,Farmville,VA,23901
0e118d86-1098,1GNDT13SX52119544,7689,108658,S11493A,2005,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,hubler auto center,1700 N. Main St,Rushville,IN,46173
14aca9fd-bf8f,1G4HC5EM8AU126955,,108347,AU126955,2010,Buick,Lucerne,CXL,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,svg urbana llc,1100 Scioto St,Urbana,OH,43078
0c438852-fc1b,1FMPU15L53LA96167,4995,0,24096A,2003,Ford,Expedition,XLT Premium,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,power buick gmc of salem,3675 Market St Ne,Salem,OR,97301
0bbd7183-0d8a,ML32A3HJ9HH013995,9000,38193,C1309A,2017,Mitsubishi,Mirage,ES,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,stevens point chrysler dodge jeep ram,5441 Highway 10 E,Stevens Point,WI,54482
d2c8cfbe-edf7,1GNET16SX36112504,,232000,5VU12504,2003,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,heritage toyota owings mills,9801 Reisterstown Road,Owings Mills,MD,21117
